movieid,collectionname,productioncompanies,productioncountries,countryabb,releaseyear
259183,,"Maurice Cowan Productions, British Lion Film Corporation",United Kingdom,GB,1952.0
38082,,Incorporated Television Company,United Kingdom,GB,1979.0
96631,,"Fulwell 73, DP Films",United Kingdom,GB,2012.0
191726,,"Phantom Films, DAR Motion Pictures",India,IN,2013.0
243919,,,China,CN,2013.0
159652,,,,CN,2014.0
253284,,,,CN,2014.0
66584,,,Canada,CA,1990.0
57681,,New Line Television,United States of America,US,1998.0
282624,,,,US,1992.0
113655,,Pacific Productions,United States of America,US,2009.0
232610,,,,US,2013.0
146380,,Middle Child Productions,United States of America,US,2007.0
75086,,"Produzioni Atlas Consorziate (P.A.C.), B.R.C. Produzione S.r.l.",Italy,IT,1970.0
46448,,,Italy,IT,1977.0
198326,,,Italy,IT,1995.0
121513,,,Italy,IT,1975.0
196421,,,,IT,1969.0
198772,,,,IT,1968.0
14505,,Insomnia Entertainment,United States of America,US,2006.0
117212,,"Toei Tokyo, Toei Company",Japan,JP,1965.0
113300,,"BBC, Australian Broadcasting Corporation (ABC)",United Kingdom,GB,1971.0
89656,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1972.0
82430,,EMI Films,United Kingdom,GB,1979.0
39925,,Hammer Film Productions,United Kingdom,GB,1972.0
28801,Vampire Karnstein (Hammer series),"The Rank Organisation, Hammer Film Productions",United Kingdom,GB,1971.0
95029,,New World Productions,United Kingdom,GB,1961.0
115972,,Hammer Film Productions,United Kingdom,GB,1960.0
28771,,Tyburn Film Productions Limited,United Kingdom,GB,1984.0
201124,,Artista-Filmi,Finland,FI,2013.0
40419,,,,FI,2007.0
13643,"{'id': 479319, 'name': 'George Carlin Comedy Collection', 'poster_path': None, 'backdrop_path': None}",Cable Stuff Productions,United States of America,US,2008.0
65534,,Gaumont,France,FR,1951.0
70989,,,,FR,2006.0
59163,,Gaumont,,FR,2005.0
38017,,J&M Entertainment,"United Kingdom, United States of America",US,1998.0
54064,,"Pyramide Productions, France 3 Cinéma",France,FR,2006.0
10119,,,Norway,NO,2004.0
118180,,,South Korea,KR,2004.0
126729,,,,KR,2008.0
63585,,,,KR,2011.0
59110,,"Bórd Scannán na hÉireann, Helsinki Filmi Oy, Ripple World Pictures, Radio Telefís Éireann (RTÉ), Suomen Elokuvasäätiö","Finland, Ireland",IE,2010.0
31292,Hamilton Collection,"Sandrews, Svenska Filminstitutet, Sveriges Television (SVT), Spice Film, Sonet Film AB","Morocco, Sweden",SE,1989.0
218305,,,,SE,1941.0
83909,,Statens Filmcentral,Denmark,DK,1982.0
233863,,,United States of America,US,2013.0
69517,,Adel Productions,France,FR,1977.0
160874,,,,FR,2010.0
220620,,Sony Pictures,Spain,ES,2013.0
290764,,"Temple Hill Entertainment, Senator Film, Freerunning, Melbarken, Saban Films, Cowtown Cinema Ventures",United States of America,US,2015.0
228203,,"Walt Disney Pictures, Mayhem Pictures",United States of America,US,2015.0
105156,,Paola Film S.r.l.,Italy,IT,1974.0
173168,,,,IT,2013.0
245158,,SenArt Films,United States of America,US,2014.0
55433,,"Boris Films, Film Movement, Snap Sound",,US,2009.0
207766,,,,US,2013.0
309302,,"Edko Films, Loull Productions","France, China",CN,2015.0
110779,,,Italy,IT,1987.0
66055,,Castor Films,Italy,IT,1971.0
105120,,"Castor Films, Ital-Victoria Films",,IT,1972.0
128353,,Tigielle 33,Italy,IT,1968.0
119884,,Bing Crosby Productions,United States of America,US,1973.0
31243,,Cinematográfica Calderón S.A,Mexico,MX,1958.0
104848,,,,MX,2008.0
285595,,"Class 5 Films, Sixteen Tons Productions",United States of America,US,2014.0
243940,,"Lionsgate, Blumhouse Productions, Chapter One Films",United States of America,US,2015.0
241754,,Columbia Pictures Corporation,United States of America,US,1949.0
112649,,,Hong Kong,HK,1997.0
47985,,Mosfilm,Russia,RU,1987.0
298396,,Minds Meet,Belgium,BE,2013.0
63067,,Cecchi Gori Group Tiger Cinematografica,Italy,IT,1998.0
38396,,,Italy,IT,1998.0
50531,,,Italy,IT,2000.0
66700,,,Italy,IT,2005.0
79683,,"International Apollo Films, Les Productions Jacques Roitfeld, Zurbano Films","Spain, Italy, France",FR,1971.0
29498,,Filmayer,"Spain, Italy",IT,1971.0
130457,,,Spain,ES,1969.0
239573,,"Studio Babelsberg, Regency Enterprises, Escape Artists, New Regency Pictures",United States of America,US,2015.0
298040,,Next Film,Poland,PL,2014.0
165586,,,France,FR,2009.0
197950,,"Gaumont, Scope Pictures, Légende Films","Belgium, France",FR,2014.0
104435,,"Televisión Española (TVE), Ágata Films S.A.",Spain,ES,1982.0
216876,,"Warner Bros., Hall Bartlett Productions",United States of America,US,1955.0
277167,,,"United States of America, Mexico",MX,1978.0
67883,,Aetos Produzioni Cinematografiche,Italy,IT,1976.0
105853,,,Italy,IT,1979.0
260912,,"PECF, Capital Films","France, Italy",IT,1973.0
128588,,,Italy,IT,1978.0
223954,,"Les Films des Tournelles, Pathe, Studio 27",France,FR,2014.0
132759,ДухLess (Коллекция),Art Pictures Studio,Russia,RU,2012.0
17470,,,United States of America,US,2006.0
91443,,,,US,2010.0
196750,Ghost in the Shell: Arise,"Bandai Visual Company, Toho Company, Kodansha, Production I.G.",Japan,JP,2013.0
259956,,"Bedford Falls Company, The, Footprint Features",United States of America,US,2014.0
45179,,"Ponto Filmes, Art Films",Brazil,BR,1990.0
54890,,Aamir Khan Productions,India,IN,2011.0
191121,,"Eros International, Colour Yellow Pictures",India,IN,2013.0
45628,,"Universal International Pictures (UI), Marston Productions",United States of America,US,1948.0
83912,,,Denmark,DK,2002.0
106326,,"Paramount Pictures, AVCO Embassy Pictures",United States of America,US,1970.0
59050,,,"Italy, France",FR,1990.0
246743,,"Radical Media, CNN Films",United States of America,US,2014.0
264337,,"Brookwell-McNamara Entertainment, Pantelion Film, Televisa, Circle of Confusion",,US,2015.0
324260,,WG Film,Sweden,SE,2015.0
322456,LEGO DC Comics Super Heroes Collection,Warner Bros. Animation,United States of America,US,2015.0
50135,,"Constantin Film Produktion, Ambient Entertainment GmbH",Germany,DE,2010.0
78124,"Impy, the small dinosaur Collection","Ambient Entertainment GmbH, Media Films",Germany,DE,2008.0
287233,Tom and Jerry Collection,Warner Bros. Animation,United States of America,US,2014.0
2963,,"Star-Film, Georges Méliès",France,FR,1904.0
132426,,"BBC, HBO Films","United Kingdom, United States of America",US,2007.0
174372,,,Poland,PL,2013.0
269200,,,,PL,2013.0
270938,,Strohberry Films,United States of America,US,2014.0
161267,,Shochiku Ofuna,Japan,JP,1954.0
195186,,,,JP,1898.0
33229,,Edison Manufacturing Company,United States of America,US,1891.0
75861,,"Two Streets Entertainment, Birchwood Pictures, Noble Pictures, Valencia Motion Pictures",United States of America,US,2015.0
59015,,"Centre National de la Cinématographie, Diaphana Films, Canal+, Cinémage 4, Soficinéma 6, Région Ile-de-France, La Banque Postale Image 3",France,FR,2010.0
197936,,Tribeca Film,France,FR,2013.0
73530,Mardock Scramble Collection,"Aniplex, GoHands, BROSTA TV, Mardock Scramble Production Committee",Japan,JP,2011.0
105149,,,,JP,1973.0
195020,,Pac Orsa Maggiore,Italy,IT,1979.0
230606,,Comet Film,Italy,IT,1978.0
105232,,Comet,Italy,IT,1974.0
105384,,Aquarius Audiovisual,Italy,IT,1974.0
260839,,,,IT,1981.0
105145,,"Parva Cinematografica, Producciones Cinematográficas D.I.A.","Spain, Italy",IT,1973.0
199985,,"Parva Cinematografica, Ministero del Turismo e dello Spettacolo",Italy,IT,1972.0
157152,,,,IT,2003.0
205865,,Argomedia Productions,Poland,PL,2013.0
174650,,"Manila Cinematografica, Colosseum International",Italy,IT,1975.0
209032,,Asmik Ace Entertainment,Japan,JP,2012.0
76226,,Micro scope,Canada,CA,2011.0
213983,,,Mexico,MX,2013.0
86321,,"VideoFilmes, Matizar",Brazil,BR,2007.0
91908,,Catchlight Films,United States of America,US,2005.0
181999,,Jeonju Film Festival,Philippines,PH,2009.0
36785,,Contracuadro,Argentina,AR,1969.0
127424,,Choila Producciones Cinematográficas,Argentina,AR,1975.0
84176,,"Le Fresnoy Studio National des Arts Contemporains, Metafilms","Canada, France",FR,2012.0
102807,,,,FR,2009.0
288312,,"Svenska Filminstitutet (SFI), El Pampero Cine, CPH: DOX, Milkwood","Argentina, Sweden, Denmark",DK,2014.0
125344,,"ARTE France Cinéma, Atopic films, Cinematografica","Philippines, Netherlands, France, Germany",DE,2010.0
44570,,,Philippines,PH,2007.0
213598,,,,PH,2006.0
216790,,"Rai Cinema, La Femme Endormie",Italy,IT,2013.0
97607,,,United States of America,US,2012.0
241554,,"Vertigo Entertainment, Energy Entertainment, RatPac-Dune Entertainment",United States of America,US,2015.0
257912,,,"United Kingdom, United States of America",US,2013.0
48775,,Vsesoyuznyj Gosudarstvennyj Institut Kinematografii (VGIK),Russia,RU,1956.0
280922,,"Thank You, Brain! Productions, Out Of The Woods Productions, Sunny Field Entertainment",United States of America,US,2015.0
139571,,,,US,2012.0
48207,,"Goodtimes Enterprises, Hemdale, Sagittarius Productions",United Kingdom,GB,1971.0
326057,,Silver Leaf Pictures,United Kingdom,GB,2015.0
250668,,,,GB,2014.0
201777,,,,GB,2013.0
139334,,"Film Columbus, Comptoir Français du Film Production (CFFP)","Italy, France",FR,1960.0
38681,,"Época Films S.A., Fida Cinematografica","France, Italy, Spain",ES,1965.0
317683,,"Claudia Cinematografica, Producciones Cinematográficas Centro S.A. (PROCENSA)","Spain, Italy",IT,1966.0
106922,,Fida cinematografica,"France, Italy, United Kingdom",GB,1967.0
107068,,Claudia Cinematografica,Italy,IT,1974.0
200867,,,,IT,1975.0
183039,,Twickenham Film Studios,United Kingdom,GB,1936.0
27638,,Universal Pictures,United States of America,US,1939.0
29094,,Twentieth Century Fox Film Corporation,United States of America,US,1944.0
42288,,Hunt Stromberg Productions,United States of America,US,1944.0
53769,,Universal Pictures,United States of America,US,1947.0
184351,,"Warner Bros., Melson Productions",United States of America,US,1953.0
265712,Doraemon Collection,Toho,Japan,JP,2014.0
294690,Saints and Soldiers Collection,"Koan Films, Go Films",United States of America,US,2014.0
66164,,Almost Midnight Productions,United Kingdom,GB,2011.0
49239,,Shaw Brothers,,GB,1983.0
138941,,"The October People, Forbidden Films",United States of America,US,2012.0
254193,,"Glass Eye Pix, Dark Sky Films, Site B",United States of America,US,2014.0
144204,,"Black Flag, ThanatoFilms",Canada,CA,2012.0
30460,,"Screen Enterprise, Bari Studios",Pakistan,PK,1967.0
279972,,ArieScope Pictures,United States of America,US,2015.0
112454,,"Zed Filmworks, Cross Creek Pictures, Vertebra Films, PS 260","Canada, United States of America",US,2014.0
137370,,"France 3 Cinéma, La Chauve Souris, Versus Production, Studio Babelsberg StudioBabelsberg Motion Pictures, Canal+, TPS Star",France,FR,2012.0
324279,,Quiet Pictures,"Mexico, United States of America",US,2015.0
330275,,Flach Film Production,France,FR,2014.0
142528,,,"France, Switzerland",CH,2006.0
59346,,Gaumont,France,FR,2007.0
85025,,Les Films de la Grande Ourse,France,FR,2010.0
135281,,"Ciné@, F Comme Film",France,FR,2012.0
291362,,Sontalia,United States of America,US,2015.0
260030,,"Media Plus, Viktorija Film, Jerry Catering Service, Talking Wolf Productions, Digitalkraft","Serbia, Montenegro",ME,2014.0
150689,,"Walt Disney Pictures, Genre Films, Beagle Pug Films, Allison Shearmur Productions","United Kingdom, United States of America",US,2015.0
326359,Frozen Collection,"Walt Disney Pictures, Walt Disney Animation Studios",United States of America,US,2015.0
283302,,,,US,2013.0
321644,,Steeplechase Films,United States of America,US,2014.0
263281,,"Gaumont, France 2 Cinéma, Légende Films",France,FR,2014.0
228968,,"Splendid Film, Informant Media, Umedia, Informant Europe SPRL, European Film Company","United States of America, Belgium, Netherlands, United Kingdom",GB,2015.0
319975,,Pine Creek Entertainment,,GB,2014.0
238215,,"Next Wednesday Productions, Voltage Pictures",United States of America,US,2014.0
327225,,"ABS-CBN Film Productions, Star Cinema Productions",Philippines,PH,2015.0
85511,,Cinema 77,United States of America,US,1979.0
99909,,Warner Bros.,United States of America,US,1939.0
43871,,"Samuel Goldwyn Company, The",United States of America,US,1936.0
31341,"{'id': 104842, 'name': 'Blue Collar Comedy Tour Collection', 'poster_path': '/upTuNchkBg4gWMNf6swIeEOrDim.jpg', 'backdrop_path': None}",,United States of America,US,2006.0
5065,The Carry On Collection,Peter Rogers Productions,United Kingdom,GB,1966.0
261249,,Warner Brothers/Seven Arts,United States of America,US,1967.0
171045,,"Oceanstorm Films, Whyte Booth Pictures",United Kingdom,GB,2012.0
124521,,"Hammer Film Productions, Lippert Films",United Kingdom,GB,1952.0
221395,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1930.0
43018,"{'id': 145494, 'name': 'The Gidget Collection', 'poster_path': None, 'backdrop_path': None}",Columbia Pictures Corporation,United States of America,US,1961.0
110965,,Centre National de la Cinématographie,France,FR,2011.0
297850,,,,FR,1990.0
32941,,"Hammer Film Productions, Lippert Films",United Kingdom,GB,1954.0
76794,,,,GB,1991.0
179715,,Greek Film Center,"Greece, Turkey",TR,2005.0
48719,,"United Artists, De Laurentiis Entertainment Group (DEG), Crescent Moon",United States of America,US,1988.0
40681,,,United States of America,US,2000.0
71507,,Belladonna Productions,United States of America,US,2004.0
65506,,Republic Pictures (I),United States of America,US,1941.0
39001,,"Trimark Pictures, Savoy Pictures, Fried Films",United States of America,US,1999.0
133601,,,South Korea,KR,2012.0
163631,,,United States of America,US,1978.0
51136,,"Lippert Films, Hammer Films",United Kingdom,GB,1954.0
70202,,Atlantic Entertainment Group,,GB,1988.0
109102,,Bert I. Gordon Productions,United States of America,US,1966.0
48457,,Breton Film Productions,United States of America,US,1988.0
25548,,Metro-Goldwyn-Mayer (MGM),United States of America,US,1950.0
72003,,,,US,2011.0
169158,,Trimark Pictures,United States of America,US,1998.0
253283,,Entertainment One,United States of America,US,2014.0
323555,,"ShowTime, New Wave Entertainment Television",United States of America,US,2015.0
158113,,Warner Bros.,United States of America,US,1937.0
148410,,Warner Bros.,United States of America,US,1936.0
137960,,,,US,2014.0
46586,,"Lippert Films, Hammer Films",United Kingdom,GB,1952.0
200324,,Fine Arts Film Company,United States of America,US,1916.0
35946,,"Seed Productions (II), Platform Entertainment",United States of America,US,2004.0
71626,,"Straightwire Films, Coldwood Productions",United Kingdom,GB,2011.0
264553,,Naked Edge Films,"United States of America, Canada",CA,2014.0
141978,,Columbia Pictures Corporation,United States of America,US,1954.0
45197,,The Wing-Scope Film Production Ltd.,Hong Kong,HK,1962.0
35023,,Columbia Pictures Corporation,United States of America,US,1951.0
193523,,"Film i Väst, B-Reel Feature Films","Denmark, Sweden",SE,2013.0
236314,,"Rommel Film, Prisma Film- und Fernsehproduktion","Germany, Austria",AT,2013.0
295058,,"Staragara, RTV Slovenija, Monoo","Italy, Slovenia",SI,2014.0
305450,,Tramal Films,Slovenia,SI,2014.0
300364,,SEVER & SEVER,Slovenia,SI,2014.0
324436,,,Sweden,SE,2015.0
38445,,,,SE,2009.0
325205,,Fisher King Production,Finland,FI,2015.0
13923,,,United States of America,US,1998.0
55784,,"Montoro Productions Ltd., Joda Productions",United States of America,US,1976.0
89531,,"The Chimney Pot, Cine Works, Staragara","Finland, Ireland, Slovenia, Sweden",SE,2011.0
88418,,"Arte, teamWorx Produktion für Kino und Fernsehen GmbH, Zweites Deutsches Fernsehen (ZDF)",Germany,DE,2003.0
256306,,,"Myanmar, Taiwan",TW,2014.0
215637,,Zeitun Films,Spain,ES,2013.0
14733,,Sacred Cow Productions,,ES,1989.0
228558,,,United Kingdom,GB,2013.0
70027,,Lunch Box Entertainment,United States of America,US,2008.0
77787,"{'id': 133887, 'name': 'Apocalypse Collection', 'poster_path': '/ddl3hAiOLnJzDEPGKVeRbQmoUJN.jpg', 'backdrop_path': None}",Cloud Ten Pictures,Canada,CA,2000.0
69576,,Dieter Geissler Filmproduktion,"Italy, Germany",DE,1972.0
328233,,"Assassin Films, BBC Storyville, Tathagat Films","India, United Kingdom",GB,2015.0
47467,,Bass Entertainment Pictures,United States of America,US,2010.0
221488,,"BBC Films, Arthur Cox",United Kingdom,GB,2012.0
69999,,,United States of America,US,2004.0
121830,,"Olympus Pictures, Eyeworks Film, Daydream Productions","United States of America, New Zealand, Papua New Guinea, Australia",AU,2012.0
39522,,The Global Asylum,United States of America,US,2010.0
154140,,,,US,1998.0
193229,,"Nova, Greek Film Center, 2/35, Highway Productions, Lamisalia",Greece,GR,2009.0
13277,,Dirty Martini Productions,,GR,2008.0
97899,,"Rai Cinema, Faros Film",Italy,IT,2012.0
67654,,Gelma-Films,France,FR,1933.0
47432,,"[{'name': 'Eurimages', 'id': 850}, {'name': 'Arena Films', 'id': 1243}, {'name': 'Canal+', 'id': 5358}, {'name': 'Greek Film Center', 'id': 7254}, {'name': 'Vega Film', 'id': 8138}, {'name': 'Greek Television ET-1', 'id': 10769}, {'name': 'Schweizerische Radio- und Fernsehgesellschaft (SRG)', 'id': 23072}, {'name': 'Rai 2', 'id': 23119}, {'name': 'La Ministre de la Culture et de la Communication', 'id': 58239}, {'name': 'Erre Produzioni', 'id': 58353}, {'name': ""Département Fédéral de l'Intérieur"", 'id': 75369}, {'name': 'Th. Angelopoulos Productions', 'id': 86893}, {'name': 'ERTI', 'id': 86894}]","Greece, France, Italy, Switzerland",CH,1991.0
25055,,"Asylum, The",United States of America,US,2007.0
101904,,Les Films Pelléas,France,FR,2005.0
31347,Cardcaptor Sakura Collection,"Bandai Visual Company, Madhouse, Shochiku Company, Kodansha, Amber Film Works, Shelty",Japan,JP,2000.0
71591,,,,JP,2008.0
40261,,Elis Cinematografica,Italy,IT,1977.0
264321,,,,IT,1980.0
102938,,"United Artists, Essaness Pictures",United States of America,US,1976.0
103432,,ABC Circle Films,United States of America,US,1973.0
28784,,Hammer Film Productions,United Kingdom,GB,1960.0
72993,,Filmlance International AB,"Sweden, Denmark",DK,2011.0
91583,,Sunnymede Film Productions,United Kingdom,GB,1970.0
94468,,RFB Enterprises,United States of America,US,1970.0
90086,,American International Pictures (AIP),United States of America,US,1967.0
32064,,"FGH, International Film Management, Chateau",Australia,AU,1987.0
199578,,"Screen Australia, F.G. Film Productions",Australia,AU,2013.0
175774,Gwendolyn Shepherd Collection,"Tele München Fernseh Produktionsgesellschaft (TMG), Bayerischer Banken-Fonds, Lieblingsfilm, mem-film, Geißendörfer Film- und Fernsehproduktion (GFF)",Germany,DE,2013.0
75028,,,United Kingdom,GB,2000.0
243688,,"Ghost House Pictures, Vertigo Entertainment, Metro-Goldwyn-Mayer (MGM), TSG Entertainment",United States of America,US,2015.0
266647,,"Warner Bros., Moving Picture Company (MPC), Berlanti Productions, RatPac-Dune Entertainment",United States of America,US,2015.0
252512,,"Scott Rudin Productions, A24",United States of America,US,2015.0
45148,,,,US,1993.0
37039,,Paramount Pictures,United States of America,US,1941.0
40113,,,,US,2003.0
257444,,"Chiller Films, SpectreVision",United States of America,US,2015.0
322378,,"Mexiko Media, Thelma/Louise Produktion AB",Sweden,SE,2015.0
272634,,RMV Film,Sweden,SE,2015.0
100205,,,United States of America,US,1979.0
271674,,"Qwerty Films, Alliance Films, Canal+, TF1 Droits Audiovisuels, Scope Pictures","Belgium, United Kingdom, France, Canada",CA,2014.0
59414,,,,CA,1972.0
267481,,"Central Partnership, YBW-Group",Russia,RU,2014.0
27035,,Hal Wallis Productions,United States of America,US,1948.0
27036,,Hunt Stromberg Productions,United States of America,US,1949.0
71910,,Metro-Goldwyn-Mayer (MGM),"United Kingdom, United States of America",US,1972.0
253307,,"Bonsai Films, Hedone Productions",Australia,AU,2014.0
262500,Divergent Collection,"Summit Entertainment, Mandeville Films, Red Wagon Entertainment, NeoReel",United States of America,US,2015.0
325138,,Yash Raj Films,India,IN,2015.0
82448,,Schmidtz Katze Filmkollektiv,"Germany, Sweden, Denmark",DK,2011.0
230179,,"Head Gear Films, Altitude Film Entertainment, Film House Germany, Metrol Technology, Ketchup Entertainment, Egoli Tossell Film, Bavaria Film Partners, Subzero Film Entertainment, VisionPlus Fund I, Waterstone Entertainment","Finland, Germany, United Kingdom",GB,2014.0
39385,Would I Lie to You? Collection,"France 2 Cinéma, Orly Films, M6 Films, Les Productions Jacques Roitfeld, Canal+, Vertigo",France,FR,1997.0
142408,,,,FR,2000.0
78258,,,,FR,2004.0
40180,,"Mondial Televisione Film, Cerito Films","Italy, France",FR,1975.0
118412,Berserk: Golden Age Arc,"Warner Bros., Studio 4°C, Lucent Pictures Entertainment, Beyond C.",Japan,JP,2012.0
113082,Berserk: Golden Age Arc,"Warner Bros., Viz Media, Studio 4°C, Lucent Pictures Entertainment, Beyond C.",Japan,JP,2012.0
144288,Berserk: Golden Age Arc,"Warner Bros., Studio 4°C, Lucent Pictures Entertainment, Beyond C.",Japan,JP,2013.0
271724,,"France Télévision, 31 Juin Films, France 2 Cinéma",France,FR,2014.0
30496,,British Broadcasting Corporation (BBC),United Kingdom,GB,1997.0
18815,,Filmlance International AB,Sweden,SE,2009.0
213110,,"Lionsgate, Kickstart Productions",United States of America,US,2006.0
228161,,"Twentieth Century Fox Film Corporation, DreamWorks Animation",United States of America,US,2015.0
20377,"{'id': 141282, 'name': 'The Brave Little Toaster Collection', 'poster_path': '/3WtTqeBFZvbG1ZUy5y9GXD7DEqG.jpg', 'backdrop_path': None}",,,US,1998.0
261375,,"Kanakna Productions, Otomatic, Twenty Four 9 Films","Belgium, Germany",DE,2014.0
69619,"{'id': 239011, 'name': 'Detective Collection', 'poster_path': None, 'backdrop_path': None}",Enlight Pictures,Hong Kong,HK,2011.0
71924,,Anglo-EMI,United Kingdom,GB,1972.0
62243,,Titanus,Italy,IT,1963.0
252714,,Aaron Spelling Productions,,IT,1971.0
252888,,"Metromedia Productions, Stonehenge Productions",United States of America,US,1971.0
125990,,"Dan Wigutow Productions, Regency Television",United States of America,US,1999.0
252144,,,,US,1974.0
128364,,Radnitz/Mattel Productions,United States of America,US,1974.0
97593,,"[{'name': ""D'Antoni/Weitz Productions"", 'id': 66650}]",United States of America,US,1976.0
82598,,,United States of America,US,1976.0
216153,,EMI Films,United States of America,US,1978.0
181269,,ITC Entertainment,United States of America,US,1984.0
260947,,Merchant Films,United States of America,US,2014.0
245703,,"Warner Bros., Faliro House Productions, Tri-State Pictures",United States of America,US,2016.0
266396,,"StudioCanal, Silver Pictures, TF1 Films Production, Canal+, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Nostromo Pictures, Anton Capital Entertainment (ACE), Institut Català de les Empreses Culturals (ICEC), Prone Gunman, Amazon Prime Instant Video, Prone Gunman A.I.E.","France, Spain, United Kingdom, United States of America",US,2015.0
275060,The Disappearance Of Eleanor Rigby,"Myriad Pictures, Unison Films, Division Films, Dreambridge Films",United States of America,US,2014.0
276401,The Disappearance Of Eleanor Rigby,"Myriad Pictures, Unison Films, Kim and Jim Productions, Division Films, Dreambridge Films",United States of America,US,2014.0
199647,,"RabbitBandini Productions, Victorino Noval Productions",United States of America,US,2012.0
38198,,Les Films 13,"France, Germany",DE,1988.0
255343,,"Nexus Factory, uFilm, Jaguar Films, Umedia, Chapter 2, Roxbury","Belgium, France, Spain",ES,2014.0
74746,,"Paramount Pictures, Sagittarius Productions, Bo Widerberg Film","Sweden, United States of America",US,1971.0
47570,,Cannon Films,United States of America,US,1971.0
30792,,,United Kingdom,GB,1970.0
108723,,"Canadian Film Development Corporation (CFDC), Agincourt Productions Limited",Canada,CA,1971.0
48691,,Euro International Film (EIA),Italy,IT,1971.0
314389,,"T-Series, Cape Of Good Films, Friday Filmworks, Crouching Tiger Motion Pictures",India,IN,2015.0
255890,,"SRF zwei, Contrast Film",Switzerland,CH,2014.0
260176,,Beard Collins Shores Productions,United States of America,US,2013.0
136070,,"Sony Music Entertainment Japan, King Record Co., Media Factory",Japan,JP,2010.0
244063,,"Pupkin Film, NTR",Netherlands,NL,2014.0
227975,,"Coração da Selva, Hank Levine Film, Detailfilm, Watchmen Productions","Brazil, Germany",DE,2014.0
220493,,"RabbitBandini Productions, Made In Film-Land",United States of America,US,2013.0
168259,The Fast and the Furious Collection,"Universal Pictures, Original Film, Fuji Television Network, Dentsu, One Race Films, China Film Co., Québec Production Services Tax Credit, Media Rights Capital (MRC), Abu Dhabi Film Commission, Colorado Office of Film, Television & Media","Japan, United States of America",US,2015.0
277685,,"Bazelevs Production, Blumhouse Productions",United States of America,US,2015.0
246308,,"Arte Deutschland TV GmbH, SWR",Germany,DE,2013.0
140441,"{'id': 301508, 'name': 'Sadako 3D Collection', 'poster_path': None, 'backdrop_path': None}",Kadokawa Pictures,Japan,JP,2012.0
228973,,"Téléfilm Canada, Fella Films, Northern Ontario Heritage Fund",Canada,CA,2015.0
23155,The Garden of Sinners,"ufotable, TYPE-MOON",Japan,JP,2008.0
105503,,John Proffitt Films,United States of America,US,1973.0
59098,,Tigon Pictures,United Kingdom,GB,1972.0
284013,,"Fida cinematografica, Sofracima - Audifilm","Venezuela, France, Italy",IT,1971.0
75848,"{'id': 427944, 'name': 'The Happy Hooker Collection', 'poster_path': '/bcxJ7mphlkunHQk7PW1K9VXF6B3.jpg', 'backdrop_path': None}",,,IT,1975.0
271550,,,,IT,1976.0
97559,,"Universal Majestic Inc., Mako Associates",United States of America,US,1976.0
26340,The Delta Force Collection,Global Pictures,United States of America,US,1991.0
255843,,,,US,1976.0
79823,,Cannon Group,United States of America,US,1980.0
26113,,,Israel,IL,1977.0
256030,,"WithanO Productions, Universal Studios Sound Facilities",United States of America,US,2015.0
291272,,"Dark Sky Films, Snowfort Pictures",United States of America,US,2015.0
293970,,"Groundswell Productions, Ulterior Productions, Studio Solutions",United States of America,US,2015.0
112058,"{'id': 427944, 'name': 'The Happy Hooker Collection', 'poster_path': '/bcxJ7mphlkunHQk7PW1K9VXF6B3.jpg', 'backdrop_path': None}","Cannon Films, Movie Machine",United States of America,US,1977.0
73612,,"Cannon Productions, January Films",United States of America,US,1969.0
119552,,"American Screen Productions, David A. Davies Productions",United States of America,US,1979.0
80624,,,United Kingdom,GB,1980.0
90806,,,United States of America,US,1980.0
60079,,,United States of America,US,1995.0
63590,,Golan-Globus Productions,United States of America,US,1981.0
10580,Lemon Popsicle Collection,"Golan-Globus Productions, Noah Films",Israel,IL,1978.0
69165,,Golan-Globus Productions,United States of America,US,1980.0
167951,,,United States of America,US,1981.0
87122,,,,US,1990.0
5896,,Golan-Globus,United States of America,US,1984.0
31281,,,United States of America,US,1989.0
23504,"{'id': 396839, 'name': 'Robotech (Samling)', 'poster_path': None, 'backdrop_path': None}","Big West, Harmony Gold, Idol Company, Anime International Company (AIC), Tatsunoko Productions Company, ARTMIC Studios, Intersound","Japan, United States of America",US,1986.0
57219,,,,US,2000.0
40927,,"Granada Television, Ideal Communications Films",United Kingdom,GB,1988.0
87178,,,United States of America,US,2011.0
70903,,,United States of America,US,1985.0
49038,,,"United States of America, Israel",IL,1987.0
71750,,,United States of America,US,1987.0
50295,,"Cannon Films, Silverman Entertainment",United States of America,US,1989.0
51434,,"Aurora Productions LLC, Kodiak Films","United States of America, Canada",CA,1990.0
38652,,"Breton Film Productions, Pathe Communications, Cannon International",United States of America,US,1989.0
117428,,,,US,1968.0
117424,,,,US,1970.0
31942,,,United States of America,US,1990.0
94236,,,,US,1993.0
120386,"{'id': 412300, 'name': 'Fontaine Khaled Collection', 'poster_path': None, 'backdrop_path': None}",Artoc Films,United Kingdom,GB,1978.0
42030,,Cannon Group,United States of America,US,1986.0
174383,,Galaxy Films,United States of America,US,1970.0
110624,,"Apollo Pictures, Cannon Pictures",United States of America,US,1993.0
163630,,,,US,1987.0
28263,,"Cannon Group, Cannon Pictures",United States of America,US,1992.0
